src_ip,dst_ip,src_port,dst_port,protocol,packet_count,total_bytes,mean_packet_size,min_packet_size,max_packet_size,flow_duration,mean_iat,min_iat,max_iat,start_time,label,true_label,ssl_label
192.168.1.4,13.204.106.34,11882,443,TCP,17,7652,450.11764705882354,54,1304,13.247154,0.827947,0.0,12.348629,1779776341.1397085,Gaming,Gaming,-1
192.168.1.4,224.0.0.252,64821,5355,UDP,2,146,73.0,73,73,0.412707,0.412707,0.412707,0.412707,1779776263.422851,Gaming,Gaming,-1
3.13.71.58,192.168.1.4,443,13306,TCP,10,5235,523.5,54,3804,64.442455,7.160273,0.0,60.719994,1779776219.801177,Gaming,Gaming,-1
192.168.1.4,224.0.0.252,60533,5355,UDP,2,146,73.0,73,73,0.415145,0.415145,0.415145,0.415145,1779776434.3677466,Gaming,Gaming,-1
52.69.98.158,192.168.1.4,443,1425,TCP,11,5309,482.6363636363636,54,1304,65.890679,6.589068,0.0,45.18103,1779695820.3109946,Browsing,Browsing,-1
192.168.1.4,23.208.65.25,9299,443,TCP,8,2203,275.375,54,1304,0.145151,0.020736,0.0,0.053405,1779695810.0367043,Browsing,Browsing,-1
192.168.1.4,43.250.0.199,14387,443,TCP,19,10196,536.6315789473684,54,1304,109.188392,6.066022,0.0,45.011584,1779695896.907374,Browsing,Browsing,-1
192.168.1.4,224.0.0.252,51462,5355,UDP,2,146,73.0,73,73,0.412989,0.412989,0.412989,0.412989,1779776351.6387115,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,57902,53,UDP,1,86,86.0,86,86,0.0,0.0,0.0,0.0,1779776334.7210076,Gaming,Gaming,-1
192.145.111.2,192.168.1.4,443,11892,TCP,3,198,66.0,66,66,3.127282,1.563641,1.051271,2.07601,1779695818.6397662,Browsing,Browsing,-1
192.168.1.4,199.232.103.52,10804,443,TCP,8,2210,276.25,54,1304,0.154284,0.022041,0.0,0.054741,1779695894.064847,Browsing,Browsing,-1
185.84.60.20,192.168.1.4,443,10949,TCP,17,7209,424.05882352941177,54,1304,120.44651,7.527907,1e-06,45.135947,1779695842.8387263,Browsing,Browsing,-1
192.168.1.4,192.168.1.1,8589,53,TCP,3,198,66.0,66,66,3.01428,1.50714,1.000535,2.013745,1779775716.0502484,Download,Download,-1
192.168.1.4,224.0.0.252,55876,5355,UDP,2,146,73.0,73,73,0.417964,0.417964,0.417964,0.417964,1779776266.7543457,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,50294,53,UDP,1,77,77.0,77,77,0.0,0.0,0.0,0.0,1779776455.286124,Gaming,Gaming,-1
141.226.229.48,192.168.1.4,443,11419,TCP,27,7414,274.5925925925926,54,1304,61.153821,2.35207,0.0,45.138244,1779695906.2617846,Browsing,Browsing,-1
34.111.170.203,192.168.1.4,443,13429,TCP,42,8331,198.35714285714286,54,2554,257.569363,6.28218,0.0,45.155422,1779695817.1091442,Browsing,Browsing,-1
192.168.1.4,94.130.203.123,2630,443,TCP,46,17629,383.2391304347826,54,1304,149.404788,3.320106,0.0,45.013353,1779695819.522514,Browsing,Browsing,-1
192.168.1.1,192.168.1.4,53,62263,UDP,1,141,141.0,141,141,0.0,0.0,0.0,0.0,1779776540.3236034,Gaming,Gaming,-1
192.168.1.4,108.159.78.162,6727,443,TCP,17,5747,338.05882352941177,54,1304,2.673874,0.167117,0.0,1.065293,1779776334.1287456,Gaming,Gaming,-1
192.168.1.4,224.0.0.252,53942,5355,UDP,2,146,73.0,73,73,0.416503,0.416503,0.416503,0.416503,1779776414.3511286,Gaming,Gaming,-1
192.168.1.4,224.0.0.252,54798,5355,UDP,2,146,73.0,73,73,0.415458,0.415458,0.415458,0.415458,1779776301.9238894,Gaming,Gaming,-1
192.168.1.1,192.168.1.4,53,49798,UDP,1,118,118.0,118,118,0.0,0.0,0.0,0.0,1779695816.5276513,Browsing,Browsing,-1
192.168.1.6,239.255.255.250,48608,1900,UDP,1,167,167.0,167,167,0.0,0.0,0.0,0.0,1779688477.0551934,YouTube,YouTube,-1
192.168.1.4,192.168.1.1,62497,53,UDP,1,76,76.0,76,76,0.0,0.0,0.0,0.0,1779776450.5028117,Gaming,Gaming,-1
23.106.127.37,192.168.1.4,443,11802,TCP,15,1769,117.93333333333334,54,341,1.719908,0.122851,0.0,0.840285,1779776540.6032836,Gaming,Gaming,-1
192.168.1.4,69.173.158.64,8775,443,TCP,33,15365,465.6060606060606,54,1304,266.491113,8.327847,0.0,45.137547,1779695820.9491458,Browsing,Browsing,-1
192.168.1.4,34.197.244.56,3551,443,TCP,11,2497,227.0,54,1304,63.021725,6.302173,0.0,45.008,1779695897.0219874,Browsing,Browsing,-1
192.168.1.4,224.0.0.252,59948,5355,UDP,2,146,73.0,73,73,0.414828,0.414828,0.414828,0.414828,1779776532.9865017,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,3339,53,TCP,3,198,66.0,66,66,3.01034,1.50517,1.000271,2.01007,1779695810.803278,Browsing,Browsing,-1
192.168.1.4,34.96.70.87,4593,443,TCP,19,3496,184.0,54,1304,271.318843,15.073269,0.0,45.126819,1779695817.611088,Browsing,Browsing,-1
192.168.1.4,35.244.154.8,11205,443,TCP,26,7016,269.84615384615387,54,1304,227.362792,9.094512,0.0,45.106908,1779695840.0137439,Browsing,Browsing,-1
20.42.73.30,192.168.1.4,443,5759,TCP,12,5383,448.5833333333333,54,2554,1.797127,0.163375,1e-06,0.469394,1779696085.1336772,Browsing,Browsing,-1
192.168.1.4,35.185.21.228,3159,443,TCP,3,163,54.333333333333336,54,55,7.739625,3.869813,3e-05,7.739595,1779690744.1089354,meet,meet,-1
192.168.1.4,192.168.1.1,64613,53,UDP,1,84,84.0,84,84,0.0,0.0,0.0,0.0,1779776315.4383378,Gaming,Gaming,-1
192.168.1.1,192.168.1.4,53,62957,UDP,1,167,167.0,167,167,0.0,0.0,0.0,0.0,1779688230.1267023,YouTube,YouTube,-1
192.168.1.4,224.0.0.252,61346,5355,UDP,2,146,73.0,73,73,0.410981,0.410981,0.410981,0.410981,1779776526.9748802,Gaming,Gaming,-1
192.168.1.4,23.208.65.107,13219,443,TCP,11,1518,138.0,54,623,107.929757,10.792976,7.2e-05,107.533204,1779775725.2001398,Download,Download,-1
192.168.1.4,192.168.1.1,55340,53,UDP,1,74,74.0,74,74,0.0,0.0,0.0,0.0,1779776340.9505901,Gaming,Gaming,-1
192.168.1.4,34.144.222.236,9810,443,TCP,28,8437,301.32142857142856,54,1304,75.289738,2.788509,0.0,45.065308,1779776211.2386131,Gaming,Gaming,-1
82.145.213.8,192.168.1.4,443,12825,TCP,12,6098,508.1666666666667,54,3804,83.067248,7.551568,1e-06,45.219335,1779695842.562388,Browsing,Browsing,-1
104.17.148.22,192.168.1.4,443,6403,TCP,5,294,58.8,54,66,68.43601,17.109003,2e-06,67.870025,1779776218.3717775,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,58054,53,UDP,1,75,75.0,75,75,0.0,0.0,0.0,0.0,1779688167.66987,YouTube,YouTube,-1
192.168.1.4,35.82.215.9,6021,443,TCP,32,18658,583.0625,54,1304,2.394601,0.077245,0.0,0.404891,1779688533.6627586,YouTube,YouTube,-1
141.226.229.48,192.168.1.4,443,14479,TCP,6,3159,526.5,54,2554,0.209985,0.041997,1e-06,0.1182,1779695906.273669,Browsing,Browsing,-1
85.210.196.11,192.168.1.4,443,6018,TCP,10,6971,697.1,54,3804,1.173547,0.130394,1e-06,0.447667,1779688527.196222,YouTube,YouTube,-1
192.168.1.4,34.111.113.62,2928,443,TCP,19,3818,200.94736842105263,54,1304,68.058873,3.781049,0.0,66.637487,1779776218.471459,Gaming,Gaming,-1
15.197.196.10,192.168.1.4,443,3833,TCP,12,6105,508.75,54,1304,7.130785,0.648253,0.0,6.315629,1779776347.2560618,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,2047,53,TCP,3,198,66.0,66,66,3.005402,1.502701,1.003613,2.001789,1779695811.3425078,Browsing,Browsing,-1
192.168.1.4,103.250.109.6,13107,8080,TCP,287,31132,108.47386759581882,54,1304,15.242786,0.053296,0.0,0.281948,1779775822.6646404,Download,Download,-1
192.168.1.1,192.168.1.4,67,68,UDP,44,14360,326.3636363636364,310,328,289.768876,6.738811,0.004807,43.13487,1779776253.3743465,Gaming,Gaming,-1
192.168.1.1,192.168.1.4,53,59888,UDP,1,218,218.0,218,218,0.0,0.0,0.0,0.0,1779776334.7183552,Gaming,Gaming,-1
192.168.1.4,35.82.215.9,6003,443,TCP,14,5577,398.35714285714283,54,1304,1.19712,0.092086,0.0,0.531523,1779688503.0505004,YouTube,YouTube,-1
192.168.1.4,192.168.1.1,52798,53,UDP,1,90,90.0,90,90,0.0,0.0,0.0,0.0,1779776330.147575,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,61726,53,UDP,1,96,96.0,96,96,0.0,0.0,0.0,0.0,1779688167.8147552,YouTube,YouTube,-1
192.168.1.4,192.168.1.1,61928,53,UDP,1,82,82.0,82,82,0.0,0.0,0.0,0.0,1779776340.985693,Gaming,Gaming,-1
207.65.33.76,192.168.1.4,443,1101,TCP,14,5628,402.0,54,3804,65.073328,5.005641,0.0,45.152729,1779776221.174332,Gaming,Gaming,-1
192.168.1.4,224.0.0.252,53859,5355,UDP,2,146,73.0,73,73,0.416383,0.416383,0.416383,0.416383,1779776403.2308486,Gaming,Gaming,-1
192.168.1.1,192.168.1.4,53,52846,UDP,1,126,126.0,126,126,0.0,0.0,0.0,0.0,1779688470.5624526,YouTube,YouTube,-1
192.168.1.4,51.79.152.81,10597,443,TCP,36,21728,603.5555555555555,54,1304,7.288002,0.208229,0.0,5.297449,1779776440.361895,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,63980,53,UDP,1,96,96.0,96,96,0.0,0.0,0.0,0.0,1779688167.8148835,YouTube,YouTube,-1
51.105.71.137,192.168.1.4,443,14581,TCP,10,9608,960.8,54,2554,0.478159,0.053129,1e-06,0.256331,1779775858.1981156,Download,Download,-1
192.168.1.4,141.226.230.48,12102,443,TCP,6,2062,343.6666666666667,54,1304,0.55174,0.110348,0.0,0.276057,1779695840.3186893,Browsing,Browsing,-1
192.168.1.4,23.208.65.107,13220,443,TCP,11,1517,137.9090909090909,54,622,107.930791,10.793079,7.3e-05,107.233765,1779775725.2002287,Download,Download,-1
192.168.1.1,192.168.1.4,53,63148,UDP,2,449,224.5,219,230,97.355243,97.355243,97.355243,97.355243,1779776333.3939457,Gaming,Gaming,-1
20.42.179.192,192.168.1.4,443,1219,TCP,10,4865,486.5,54,3804,1.632968,0.181441,0.0,0.356171,1779775817.9735155,Download,Download,-1
192.168.1.4,13.89.179.9,8243,443,TCP,14,3718,265.57142857142856,54,1304,2.359198,0.181477,0.0,0.400196,1779775848.0629733,Download,Download,-1
192.168.1.4,192.168.1.1,51097,53,UDP,1,74,74.0,74,74,0.0,0.0,0.0,0.0,1779776423.5520394,Gaming,Gaming,-1
31.97.230.169,192.168.1.4,443,6859,TCP,7,4690,670.0,54,1304,0.19096,0.031827,1e-06,0.100471,1779695927.5669847,Browsing,Browsing,-1
192.168.1.1,192.168.1.4,53,61667,UDP,1,126,126.0,126,126,0.0,0.0,0.0,0.0,1779688228.988474,YouTube,YouTube,-1
192.168.1.1,192.168.1.4,53,56650,UDP,1,229,229.0,229,229,0.0,0.0,0.0,0.0,1779776364.555948,Gaming,Gaming,-1
48.211.4.16,192.168.1.4,443,8551,TCP,11,5856,532.3636363636364,54,3804,1.362225,0.136223,1e-06,0.389426,1779688283.4916575,YouTube,YouTube,-1
3.227.192.0,192.168.1.4,443,7593,TCP,10,5457,545.7,54,2554,1.476513,0.164057,1e-06,0.663672,1779698463.9402192,Idle,Idle,-1
192.168.1.4,192.168.1.1,12184,53,TCP,3,198,66.0,66,66,3.013294,1.506647,1.012384,2.000909,1779695812.7009761,Browsing,Browsing,-1
69.173.158.64,192.168.1.4,443,10192,TCP,19,6387,336.1578947368421,54,1304,67.737397,3.763189,0.0,66.784517,1779776219.0689063,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,65249,53,UDP,1,73,73.0,73,73,0.0,0.0,0.0,0.0,1779776215.62264,Gaming,Gaming,-1
192.168.1.4,44.209.117.219,11316,443,TCP,10,3800,380.0,54,1304,11.06295,1.229217,0.0,5.691892,1779695845.3528032,Browsing,Browsing,-1
192.168.1.1,192.168.1.4,53,60413,UDP,1,202,202.0,202,202,0.0,0.0,0.0,0.0,1779776343.7483375,Gaming,Gaming,-1
192.168.1.4,35.227.244.76,13991,443,TCP,25,7351,294.04,54,1304,68.683165,2.861799,0.0,35.165359,1779776217.557046,Gaming,Gaming,-1
18.161.246.5,192.168.1.4,443,4318,TCP,8,5600,700.0,54,1304,0.187708,0.026815,4e-06,0.087193,1779695820.833394,Browsing,Browsing,-1
192.168.1.4,192.168.1.1,14905,53,TCP,1,66,66.0,66,66,0.0,0.0,0.0,0.0,1779695815.9301133,Browsing,Browsing,-1
192.168.1.4,141.226.224.48,13654,443,TCP,18,4158,231.0,54,1304,61.215335,3.600902,0.0,45.012193,1779695856.1132612,Browsing,Browsing,-1
192.168.1.4,65.21.238.88,2488,443,TCP,8,2665,333.125,54,1304,2.270024,0.324289,0.0,0.97306,1779776544.5531037,Gaming,Gaming,-1
192.168.1.1,192.168.1.4,53,60676,UDP,1,103,103.0,103,103,0.0,0.0,0.0,0.0,1779776339.9792507,Gaming,Gaming,-1
192.168.1.4,18.161.229.69,2489,443,TCP,13,3563,274.0769230769231,54,1304,7.426429,0.618869,0.0,6.058321,1779776346.9603186,Gaming,Gaming,-1
192.168.1.1,192.168.1.4,53,57172,UDP,1,113,113.0,113,113,0.0,0.0,0.0,0.0,1779688169.5627537,YouTube,YouTube,-1
192.168.1.4,192.168.1.1,51241,53,UDP,1,83,83.0,83,83,0.0,0.0,0.0,0.0,1779776423.552066,Gaming,Gaming,-1
3.1.174.124,192.168.1.4,443,3015,TCP,13,4578,352.15384615384613,54,2554,50.486593,4.207216,1e-06,45.113817,1779775757.327184,Download,Download,-1
74.121.143.245,192.168.1.4,443,6881,TCP,10,1474,147.4,54,590,100.88568,11.20952,1e-06,45.334743,1779695905.5158842,Browsing,Browsing,-1
192.168.1.4,192.168.1.1,62323,53,UDP,1,83,83.0,83,83,0.0,0.0,0.0,0.0,1779776539.8083222,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,2697,53,TCP,3,198,66.0,66,66,3.012655,1.506328,1.01043,2.002226,1779695810.667911,Browsing,Browsing,-1
192.168.1.4,192.168.1.1,62064,53,UDP,1,74,74.0,74,74,0.0,0.0,0.0,0.0,1779776344.0721278,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,64394,53,UDP,1,75,75.0,75,75,0.0,0.0,0.0,0.0,1779695893.7494779,Browsing,Browsing,-1
192.168.1.4,192.168.1.1,58938,53,UDP,1,89,89.0,89,89,0.0,0.0,0.0,0.0,1779776345.2193165,Gaming,Gaming,-1
192.168.1.1,192.168.1.4,53,56174,UDP,1,119,119.0,119,119,0.0,0.0,0.0,0.0,1779776340.9289806,Gaming,Gaming,-1
162.159.153.247,192.168.1.4,443,6386,TCP,25,8103,324.12,54,2554,259.105501,10.796063,0.0,45.146437,1779695816.4646795,Browsing,Browsing,-1
192.168.1.4,192.168.1.1,5777,53,TCP,3,198,66.0,66,66,3.000684,1.500342,1.001095,1.999589,1779695812.845431,Browsing,Browsing,-1
192.168.1.4,31.97.230.169,1712,443,TCP,129,13041,101.09302325581395,54,1304,107.761484,0.841887,0.0,45.00004,1779695927.4837112,Browsing,Browsing,-1
192.168.1.4,192.168.1.1,59927,53,UDP,1,76,76.0,76,76,0.0,0.0,0.0,0.0,1779695817.631493,Browsing,Browsing,-1
44.227.132.93,192.168.1.4,443,1196,TCP,13,1432,110.15384615384616,54,288,0.928308,0.077359,0.0,0.313442,1779775814.4482372,Download,Download,-1
192.168.1.4,35.208.249.213,2087,443,TCP,18,3517,195.38888888888889,54,1304,227.568498,13.386382,0.0,45.327734,1779695840.1742542,Browsing,Browsing,-1
192.168.1.4,224.0.0.252,61557,5355,UDP,2,146,73.0,73,73,0.412604,0.412604,0.412604,0.412604,1779776264.2582884,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,55337,53,UDP,1,83,83.0,83,83,0.0,0.0,0.0,0.0,1779776539.808483,Gaming,Gaming,-1
192.168.1.1,192.168.1.4,53,52673,UDP,1,121,121.0,121,121,0.0,0.0,0.0,0.0,1779776290.361981,Gaming,Gaming,-1
35.214.190.4,192.168.1.4,443,11823,TCP,10,1665,166.5,54,581,1.118887,0.124321,1e-06,0.258522,1779695874.587655,Browsing,Browsing,-1
199.232.103.52,192.168.1.4,443,4605,TCP,8,4881,610.125,54,3804,0.146298,0.0209,1e-06,0.076606,1779695909.9006674,Browsing,Browsing,-1
192.168.1.4,35.186.253.211,10746,443,TCP,14,3586,256.14285714285717,54,1304,135.576058,10.428928,0.0,45.109835,1779775761.6027355,Download,Download,-1
207.65.33.82,192.168.1.4,443,8679,TCP,70,13359,190.84285714285716,54,2554,258.856372,3.751542,0.0,45.140894,1779695819.991814,Browsing,Browsing,-1
192.168.1.4,108.158.251.37,53288,443,UDP,238,93592,393.2436974789916,88,1292,152.914424,0.645209,2.2e-05,7.889982,1779775756.341488,Download,Download,-1
131.153.206.100,192.168.1.4,443,9259,TCP,6,1022,170.33333333333334,54,528,1.429992,0.285998,1e-06,0.840292,1779776540.8932073,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,60655,53,UDP,1,91,91.0,91,91,0.0,0.0,0.0,0.0,1779776533.6356971,Gaming,Gaming,-1
192.168.1.4,104.18.26.193,2411,443,TCP,23,8066,350.69565217391306,54,1304,70.940486,3.224568,0.0,69.753363,1779776215.5913086,Gaming,Gaming,-1
192.168.1.4,104.18.41.104,63835,443,UDP,12,5808,484.0,85,1292,9.704273,0.882207,2.8e-05,9.278742,1779695835.5094273,Browsing,Browsing,-1
192.168.1.4,192.168.1.1,61667,53,UDP,1,80,80.0,80,80,0.0,0.0,0.0,0.0,1779688228.9308033,YouTube,YouTube,-1
52.223.40.198,192.168.1.4,443,5724,TCP,38,14177,373.07894736842104,54,1304,86.911004,2.348946,0.0,45.046029,1779695816.4145262,Browsing,Browsing,-1
192.168.1.4,172.66.1.242,60930,443,UDP,15,6963,464.2,85,1292,8.905939,0.636138,4.7e-05,6.897682,1779695898.4639783,Browsing,Browsing,-1
192.168.1.4,18.161.229.80,7043,443,TCP,43,5655,131.51162790697674,54,1304,10.196913,0.242784,0.0,9.263018,1779776344.1896944,Gaming,Gaming,-1
192.168.1.4,142.251.221.162,9848,443,TCP,6,2134,355.6666666666667,54,1304,0.198526,0.039705,0.0,0.097435,1779776233.9589806,Gaming,Gaming,-1
192.168.1.4,224.0.0.252,49883,5355,UDP,2,146,73.0,73,73,0.414397,0.414397,0.414397,0.414397,1779776524.471294,Gaming,Gaming,-1
65.21.238.88,192.168.1.4,443,6593,TCP,7,3550,507.14285714285717,54,1304,0.337965,0.056327,0.0,0.337658,1779776474.8714833,Gaming,Gaming,-1
192.168.1.4,224.0.0.252,51375,5355,UDP,2,146,73.0,73,73,0.4186,0.4186,0.4186,0.4186,1779776296.1848445,Gaming,Gaming,-1
54.148.211.218,192.168.1.4,443,1193,TCP,14,8121,580.0714285714286,54,3804,1.321358,0.101643,0.0,0.329576,1779775813.9837525,Download,Download,-1
23.223.245.139,192.168.1.4,443,6502,TCP,24,36878,1536.5833333333333,54,5054,21.522591,0.935765,0.0,21.273244,1779695819.9393957,Browsing,Browsing,-1
192.168.1.4,224.0.0.252,64209,5355,UDP,2,146,73.0,73,73,0.415054,0.415054,0.415054,0.415054,1779776288.071379,Gaming,Gaming,-1
192.168.1.1,192.168.1.4,53,62869,UDP,1,214,214.0,214,214,0.0,0.0,0.0,0.0,1779688461.4789283,YouTube,YouTube,-1
108.158.251.16,192.168.1.4,443,13134,TCP,19,8846,465.57894736842104,54,3804,240.267089,13.348172,0.0,45.098788,1779695820.436581,Browsing,Browsing,-1
192.168.1.1,192.168.1.4,53,56438,UDP,1,130,130.0,130,130,0.0,0.0,0.0,0.0,1779776540.323612,Gaming,Gaming,-1
192.168.1.1,192.168.1.4,53,58641,UDP,1,175,175.0,175,175,0.0,0.0,0.0,0.0,1779776217.8215635,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,58641,53,UDP,1,73,73.0,73,73,0.0,0.0,0.0,0.0,1779776217.7228968,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,53667,53,UDP,1,80,80.0,80,80,0.0,0.0,0.0,0.0,1779776215.622615,Gaming,Gaming,-1
192.168.1.4,88.99.52.179,5888,443,TCP,18,8024,445.77777777777777,54,1304,1.494275,0.087899,0.0,0.353855,1779776335.3059914,Gaming,Gaming,-1
131.153.206.100,192.168.1.4,443,9256,TCP,5,330,66.0,66,66,15.085974,3.771493,0.853412,8.024613,1779776480.571782,Gaming,Gaming,-1
192.168.1.4,108.159.78.162,1239,443,TCP,6,2101,350.1666666666667,54,1304,0.629195,0.125839,0.0,0.331189,1779776334.3891814,Gaming,Gaming,-1
192.168.1.1,192.168.1.4,53,60985,UDP,1,91,91.0,91,91,0.0,0.0,0.0,0.0,1779688169.5554304,YouTube,YouTube,-1
34.98.64.218,192.168.1.4,443,50007,UDP,8,5890,736.25,66,1292,0.111623,0.015946,0.0,0.087819,1779695821.7069952,Browsing,Browsing,-1
192.168.1.4,192.168.1.1,62784,53,UDP,1,85,85.0,85,85,0.0,0.0,0.0,0.0,1779688168.918888,YouTube,YouTube,-1
192.168.1.4,192.168.1.1,2568,53,TCP,3,198,66.0,66,66,3.00403,1.502015,1.002785,2.001245,1779775713.6795764,Download,Download,-1
192.168.1.4,54.75.26.83,5087,443,TCP,14,3892,278.0,54,1304,5.636616,0.433586,0.0,4.994102,1779775757.676671,Download,Download,-1
34.142.217.223,192.168.1.4,443,14482,TCP,14,6657,475.5,54,1304,68.763353,5.289489,0.0,68.136275,1779776217.767176,Gaming,Gaming,-1
32.184.157.243,192.168.1.4,443,7645,TCP,16,5922,370.125,54,2554,61.241059,4.082737,0.0,45.320678,1779695841.374975,Browsing,Browsing,-1
192.168.1.4,34.142.217.223,14482,443,TCP,17,3514,206.7058823529412,54,1304,68.597425,4.287339,0.0,45.069107,1779776217.6429017,Gaming,Gaming,-1
192.168.1.4,199.232.103.52,12860,443,TCP,9,2296,255.11111111111111,54,1304,0.168089,0.021011,0.0,0.065293,1779695907.2844183,Browsing,Browsing,-1
40.126.17.132,192.168.1.4,443,9207,TCP,1,54,54.0,54,54,0.0,0.0,0.0,0.0,1779688203.1976163,YouTube,YouTube,-1
192.168.1.4,192.168.1.1,5075,53,TCP,4,264,66.0,66,66,7.01289,2.33763,1.010608,4.002456,1779776409.6569335,Gaming,Gaming,-1
23.208.65.25,192.168.1.4,443,58477,UDP,581,590890,1017.0223752151463,63,1494,51.043049,0.088005,0.0,19.7353,1779695804.3693056,Browsing,Browsing,-1
192.168.1.4,13.204.106.34,6138,443,TCP,39,8104,207.7948717948718,54,1304,360.95809,9.498897,0.0,44.957493,1779688174.427363,YouTube,YouTube,-1
192.168.1.4,35.186.154.107,14311,443,TCP,5,330,66.0,66,66,15.016919,3.75423,1.010332,7.999796,1779695824.3466766,Browsing,Browsing,-1
23.208.65.107,192.168.1.4,443,5898,TCP,13,9556,735.0769230769231,54,2554,106.824549,8.902046,0.0,106.525517,1779775726.316638,Download,Download,-1
192.168.1.4,142.251.221.98,64802,443,UDP,110,43716,397.41818181818184,73,1292,17.282695,0.158557,2.9e-05,14.324294,1779695818.2456048,Browsing,Browsing,-1
192.168.1.4,224.0.0.252,52177,5355,UDP,2,146,73.0,73,73,0.415802,0.415802,0.415802,0.415802,1779776274.9570882,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,50054,53,UDP,1,78,78.0,78,78,0.0,0.0,0.0,0.0,1779688229.048208,YouTube,YouTube,-1
34.144.222.236,192.168.1.4,443,6452,TCP,6,3395,565.8333333333334,54,1304,0.192163,0.038433,4e-06,0.106207,1779776426.7454522,Gaming,Gaming,-1
35.212.43.231,192.168.1.4,443,14705,TCP,11,5189,471.72727272727275,54,2494,61.838018,6.183802,1e-06,45.314603,1779695907.5842354,Browsing,Browsing,-1
108.158.251.121,192.168.1.4,80,5082,TCP,8,2192,274.0,54,1228,16.343965,2.334852,2e-06,15.765808,1779776338.5493653,Gaming,Gaming,-1
142.251.222.174,192.168.1.4,443,49286,UDP,15,5007,333.8,64,1292,3.94114,0.28151,2e-06,2.111385,1779776280.302493,Gaming,Gaming,-1
192.168.1.1,192.168.1.4,53,50782,UDP,1,178,178.0,178,178,0.0,0.0,0.0,0.0,1779776333.3915515,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,3359,53,TCP,3,198,66.0,66,66,3.001698,1.500849,1.001478,2.000221,1779695804.3204129,Browsing,Browsing,-1
192.168.1.4,162.159.141.246,10791,443,TCP,17,3366,198.0,54,1304,68.430195,4.276887,0.0,67.246097,1779776218.1016097,Gaming,Gaming,-1
108.159.11.59,192.168.1.4,443,7317,TCP,13,7349,565.3076923076923,54,2554,135.53361,11.294467,4.1e-05,45.090378,1779775757.2568655,Download,Download,-1
192.168.1.4,162.159.152.17,8213,443,TCP,30,4235,141.16666666666666,54,1304,270.728556,9.335467,0.0,45.097917,1779695816.324284,Browsing,Browsing,-1
192.168.1.1,192.168.1.4,53,63713,UDP,1,165,165.0,165,165,0.0,0.0,0.0,0.0,1779695820.044181,Browsing,Browsing,-1
192.168.1.1,192.168.1.4,53,64762,UDP,1,109,109.0,109,109,0.0,0.0,0.0,0.0,1779776455.9301984,Gaming,Gaming,-1
142.250.82.215,192.168.1.4,19305,63120,UDP,1,106,106.0,106,106,0.0,0.0,0.0,0.0,1779691049.0407712,meet,meet,-1
192.168.1.4,108.159.11.59,7317,443,TCP,15,3268,217.86666666666667,54,1304,135.542482,9.681606,0.0,45.122181,1779775757.1719556,Download,Download,-1
192.168.1.4,224.0.0.252,65251,5355,UDP,2,146,73.0,73,73,0.41741,0.41741,0.41741,0.41741,1779776254.0871174,Gaming,Gaming,-1
192.168.1.4,52.54.128.19,9892,443,TCP,1,66,66.0,66,66,0.0,0.0,0.0,0.0,1779695900.8763688,Browsing,Browsing,-1
192.168.1.4,192.168.1.1,60936,53,UDP,1,76,76.0,76,76,0.0,0.0,0.0,0.0,1779776340.8827312,Gaming,Gaming,-1
192.168.1.4,172.66.1.242,57109,443,UDP,20,9860,493.0,85,1292,25.33459,1.333399,3.7e-05,10.864319,1779695820.4934607,Browsing,Browsing,-1
192.168.1.4,23.208.65.107,13223,443,TCP,11,1517,137.9090909090909,54,622,107.929602,10.79296,1e-05,107.533309,1779775725.2003295,Download,Download,-1
31.97.230.169,192.168.1.4,443,1192,TCP,7,4690,670.0,54,1304,0.190964,0.031827,0.0,0.100472,1779695927.5669832,Browsing,Browsing,-1
192.168.1.4,192.168.1.1,50908,53,UDP,1,84,84.0,84,84,0.0,0.0,0.0,0.0,1779776315.4383297,Gaming,Gaming,-1
192.168.1.4,224.0.0.252,60706,5355,UDP,2,146,73.0,73,73,0.409842,0.409842,0.409842,0.409842,1779776486.1585574,Gaming,Gaming,-1
130.211.27.211,192.168.1.4,443,10294,TCP,10,5971,597.1,54,2554,5.79301,0.643668,0.0,4.994862,1779695817.4595623,Browsing,Browsing,-1
192.168.1.4,31.97.230.169,5628,443,TCP,8,2352,294.0,54,1304,0.274237,0.039177,0.0,0.100266,1779695927.482274,Browsing,Browsing,-1
192.168.1.4,139.144.214.95,7471,443,TCP,8,2541,317.625,54,1304,18.567923,2.65256,0.0,13.766134,1779695906.854612,Browsing,Browsing,-1
